2层全连接

Epoch[4400/5000], loss_on_train:0.073603,loss_on_tesgt:1.596641,r2_on_train:-0.000031,r2_on_test:-0.481341
Epoch[4600/5000], loss_on_train:0.073603,loss_on_tesgt:1.596947,r2_on_train:0.000168,r2_on_test:-0.482005
Epoch[4800/5000], loss_on_train:0.073603,loss_on_tesgt:1.597001,r2_on_train:0.000119,r2_on_test:-0.481885
Epoch[5000/5000], loss_on_train:0.073603,loss_on_tesgt:1.596780,r2_on_train:0.000026,r2_on_test:-0.481769
now returning  4
(93, 4015)
now analysis on  4
 using gpu..
Epoch[200/5000], loss_on_train:0.049974,loss_on_tesgt:1.535852,r2_on_train:-0.105663,r2_on_test:-0.464079
Epoch[400/5000], loss_on_train:0.047670,loss_on_tesgt:1.573957,r2_on_train:-0.027253,r2_on_test:-0.413126
Epoch[600/5000], loss_on_train:0.046332,loss_on_tesgt:1.651749,r2_on_train:0.010674,r2_on_test:-0.516882
Epoch[800/5000], loss_on_train:0.046236,loss_on_tesgt:1.633012,r2_on_train:0.009641,r2_on_test:-0.458754
Epoch[1000/5000], loss_on_train:0.046207,loss_on_tesgt:1.635412,r2_on_train:0.007494,r2_on_test:-0.457633
Epoch[1200/5000], loss_on_train:0.046196,loss_on_tesgt:1.642340,r2_on_train:0.005613,r2_on_test:-0.465937
Epoch[1400/5000], loss_on_train:0.046189,loss_on_tesgt:1.641751,r2_on_train:0.004034,r2_on_test:-0.460404
Epoch[1600/5000], loss_on_train:0.046196,loss_on_tesgt:1.634355,r2_on_train:0.003260,r2_on_test:-0.440291
Epoch[1800/5000], loss_on_train:0.046180,loss_on_tesgt:1.640167,r2_on_train:0.002620,r2_on_test:-0.448824
Epoch[2000/5000], loss_on_train:0.046179,loss_on_tesgt:1.640441,r2_on_train:0.002020,r2_on_test:-0.447270
Epoch[2200/5000], loss_on_train:0.046178,loss_on_tesgt:1.639245,r2_on_train:0.001594,r2_on_test:-0.441644
Epoch[2400/5000], loss_on_train:0.046178,loss_on_tesgt:1.640307,r2_on_train:0.001507,r2_on_test:-0.442890
Epoch[2600/5000], loss_on_train:0.046177,loss_on_tesgt:1.639138,r2_on_train:0.001210,r2_on_test:-0.439733
Epoch[2800/5000], loss_on_train:0.046177,loss_on_tesgt:1.639733,r2_on_train:0.001009,r2_on_test:-0.439946
Epoch[3000/5000], loss_on_train:0.046176,loss_on_tesgt:1.639101,r2_on_train:0.000809,r2_on_test:-0.437108
Epoch[3200/5000], loss_on_train:0.046176,loss_on_tesgt:1.639115,r2_on_train:0.000595,r2_on_test:-0.437481
Epoch[3400/5000], loss_on_train:0.046176,loss_on_tesgt:1.639216,r2_on_train:0.000488,r2_on_test:-0.436307
Epoch[3600/5000], loss_on_train:0.046176,loss_on_tesgt:1.639432,r2_on_train:0.000277,r2_on_test:-0.436734
Epoch[3800/5000], loss_on_train:0.046176,loss_on_tesgt:1.639357,r2_on_train:0.000188,r2_on_test:-0.436960
Epoch[4000/5000], loss_on_train:0.046176,loss_on_tesgt:1.639293,r2_on_train:0.000323,r2_on_test:-0.437392
Epoch[4200/5000], loss_on_train:0.046176,loss_on_tesgt:1.639467,r2_on_train:0.000158,r2_on_test:-0.437418
Epoch[4400/5000], loss_on_train:0.046176,loss_on_tesgt:1.639300,r2_on_train:0.000128,r2_on_test:-0.436969
Epoch[4600/5000], loss_on_train:0.046176,loss_on_tesgt:1.639512,r2_on_train:-0.000074,r2_on_test:-0.437151
Epoch[4800/5000], loss_on_train:0.046176,loss_on_tesgt:1.639245,r2_on_train:0.000039,r2_on_test:-0.436302
Epoch[5000/5000], loss_on_train:0.046176,loss_on_tesgt:1.639487,r2_on_train:-0.000071,r2_on_test:-0.436554


任务2 3 均在分类全连接上训练集达到了1.0
